id,movie_name,synopsis,genre
25272,Classe Tous Risques,"A ruthless criminal flees from the pursuit, involving more and more casualties.",crime
52679,The Day After Halloween,"The Day After Halloween follows a group of college students, in a community that is trying to forget about this particular holiday--as it is a reminder of a tragic time. After some time, things begin to take a turn for the worse.",horror
58871,Canal V,"Canal V is the most viewed channel of Portuguese television, Valentina its biggest star. Her body is discovered in a meeting room. The past comes back to haunt Canal V. What happened to Valentina?",mystery
86102,Snow Blinded,"Shawn (Michael Masurkevitch) and Manny (Mandip Brar) are spending the weekend at Shawn's family cabin. However, as the past and present begin to overlap, Shawn descends into horrific madness.",thriller
73514,Sight - Extended,"In a near future dominated by augmented-reality eyepieces, a troubled young man who suffers from agoraphobia experiences an unlikely transformation when he comes across a mysterious app that transforms every facet of his life into a game.",scifi
35430,Faith and a Miracle,"Faith Jennings is adopted and blessed with the gift of music. After a tragic accident, she becomes blind and partially deaf in one ear. Family and friends pray for a miracle to have her hearing and sight restored once again.",family
4165,Thief of Yama,"A lovable scoundrel's life is cut short when he angers the god of death; however, he still has a few tricks up his sleeve.",action
60748,The Dark Chronicles,Six troubled young adults come face-to-face with their worst nightmares when their traumatic pasts come back to haunt them.,mystery
16505,Broken by a Vampire (Las Vegas Vampires Four),Book Four of the Las Vegas Vampires Vampire Dark Romance Series.,adventure
80008,Wicked Trails: From a future we'll never know,"Set in a neo-noir universe, a father must trigger a chain of events in order to live in a reality where his daughter is still alive while an amateur actor from a far advanced reality gets stuck in this world.",scifi
78606,Listen to the City,"Hupar wakes up from a 20-year coma. Disoriented, he soon meets Arete, a young poet and Sophis, a TV newswoman. Together, the three team up to expose corporate crime in a crumbling city scape of the very near future.",scifi
52727,Terror Among Us,"Faced with many outside struggles, a group of friends decode to take some time off and go to the cabin in the woods, expecting nothing but a good time. But those dreams are short-lived as a killer is found amongst them.",horror
15855,House of the Dead,"A group of college students travels to a mysterious island to attend a rave, which is soon taken over by bloodthirsty zombies.",adventure
73928,The Big Sun,"After the climate change disaster, a new breed of teenagers survive with the help of the Sun god and solar energy is the only option.",scifi
6121,Officer Pigsley,A clumsy police officer must save the town from the forces of evil before it's too late.,action
9381,Roarin' Lead,"Hackett, the executive of the local Cattleman's association which also runs the local orphanage is using the Association police to rustle cattle and embezzle its funds.",adventure
52095,I'm Not Me,A group of friends start to notice something weird happening in their home town. The residents start displaying rage like symptoms after a buried bacteria is released into the public.,horror
31285,The Elm-Chanted Forest,"A painter who can temporarily talk to the creatures of an enchanted forest must help them stop the evil Cactus King, who's building an army of magical living weapons and machines to turn the forest into a wasteland perfect for the cacti.",family
58406,"Manuel Saldivar, el texano","Citizens of Oro Fino hire a gunman known only as The Texan to ward off bandits. As he heads into town, he meets Teresa, who also has a job awaiting her. Upon arrival, the Texan narrowly escapes an attempt on his life. Is Teresa involved?",mystery
24892,Two If by Sea,A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.,crime
33036,The Return,"A frame that says, 'Drink makgeolli (rice wine) here and the one you miss will return' is hung on the wall of a tavern titled The Return. The tavern's regulars miss their lost ones.",family
55728,The Grim Reaper,"When a woman is killed in a park, the police bring in everyone suspected of being there when the incident occurred and question them. One of them is the killer.",mystery
34371,How Green Was My Valley,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.",family
71357,Katana of Blood,Story about a man named Kato that is a Limo Driver by day and gets a job to pick up a client that is a CIA agent and mixes Kato up into a operation that will bring him across the globe to become the unsung hero.,romance
79610,Space Opera - The Shade of Human Soul,"22nd Century, A bureau officer of Earth Space Station receives an enigmatic call from the future. The officer joins a new Colonizer Mission in order to discover its meaning. A hundred years of adventure and loneliness through galaxies.",scifi
18809,I Was a Dancer,"A prop dagger is replaced by a real dagger at a ballet school, and may help to find the killer in a 30-year-old murder.",crime
83882,In God We Trust,"Plot undisclosed. Described as ""a thriller about stealing a country.""",thriller
67505,Kadhal Kottai,"Kamali loses her bag in the railway station. Later, her bag is sent to her home, along with a letter from Surya, who found it. Kamali and Surya send letters to each other and soon fall in love.",romance
57126,5 Adi 7 Angula,"Ajay, Kiran and Shalini, who are best friends. One day Ajay, who is a young entrepreneur, plays a prank but things get out of hand and he gets entangled in it himself. With the police on the hunt for him, will Ajay get out of this mess?",mystery
33547,Olsenbanden og Dynamitt-Harry mot nye høyder,"A formerly respected oil company man wants to sell company secrets to a foreign company for 100 million German mark. Egon Olsen gets hold of the micro film. The worst is not the police, since Dynamite Harry is near in his helicopter.",family
43867,Mosley,"A species of creatures known as ""thoriphants"" rebel against their life of servitude and embark on a treacherous journey to find the fabled city of Uprights.",fantasy
4678,Best Seller,"A hitman approaches a writer to help him create his next best seller, but the violent world he was a part of has other plans.",action
30305,The First of May,Eleven-year-old Cory (Dan Byrd) is a foster child nobody wants. Carlotta (Academy Award-nominee Julie Harris) is an elderly woman the world has forgotten.,family
67452,Blue Skies,Dorothy enters the picture.,romance
10622,The Moonraker,"After the battle of Worcester at the end of the Civil War, the main aim of Oliver Cromwell's Commonwealth is to capture Charles Stuart. The future king's escape depends on the intrepid Earl of Dawlish.",adventure
45067,Wild Games,"A group of college students attend a haunted attraction in the south, where things aren't quite what they seem and their worst nightmares become a reality.",horror
43191,Enter the Power Surge,A small group of young misfits with supernatural abilities must band together against an evil tyrant who seeks to capture them for his own selfish gain. Will the help of two former heroes be enough to survive and put a stop to Him?,fantasy
30644,Bare løgn,"'My father is abroad', says the 12-year-old Lena, when the teacher asks. But Lena's father is not abroad. He is in jail. Now she is 16 and sitting there herself. Original drama for a young audience.",family
73559,Dead Man Walking,"After Leila, his boss's daughter, is kidnapped by psychopathic plague victim Decker, chauffeur Chazz teams up with plague-infected mercenary Luger to penetrate the toxic & off-limits Plague Zone and bring her back alive.",scifi
60355,Search for My Uncle,"Detective David Wright is on a search for his uncle who just committed a murder. With their father on the run, his seven children has a choice to help find their murderous father, or help him escape. You don't choose your family.",mystery
70221,David,The lives of three different men named David are about to change forever.,romance
37790,The Scorpio Races,"Set in a mythical world, riders compete in a race with their water horses.",fantasy
54225,Finding Kelly,"Two teenage detectives, who started off finding lost kittens, begin searching for a missing high-school senior.",mystery
87182,Armed Hands,"Lucas and his team are after a gang of Serbian criminals using NATO-issued weapons. As the investigation leads him to Paris, Lucas attempts to reconnect with his estranged daughter, a young narc officer.",thriller
77145,On/Off,Getting trapped in your own visual universe.,scifi
45769,Paranormal Activity: Next of Kin,"Margot, a young woman who was abandoned by her mother as a baby, travels to a secluded Amish community with a documentary film crew seeking answers about her mother and extended family.",horror
10354,Perfect Attendance,The criminal misadventures of a high school valedictorian on his last day of school in outskirts of Washington D. C.,adventure
64598,The Second Wife,"In the early 1960s, a Sicilian single mother marries an older, crass widowed truck driver. When he is arrested trying to smuggle an antique, she ends up falling in love with her handsome stepson.",romance
16074,Captain America,"Superhero Captain America battles the evil forces of the archvillain called The Scarab, who poisons his enemies and steals a secret device capable of destroying buildings by sound vibrations.",adventure
10392,Na krylyah vvys,"A heroic-patriotic film about the Russian engineer Glagolev and his son Boris, a brave aviator-designer who became a Red Army man during the civil war years.",adventure
75296,Avengers: The Kang Dynasty,Plot under wraps.,scifi
42440,The League of Extraordinary Gentlemen,Characters from an assortment of Victorian-era novels join forces to battle against a common enemy.,fantasy
10424,Balamos,"In order to buy a horse, a man wanders in the bazaars of Thessaly. His journey will take him further than he imagines, as old prophets, forgotten witches and vampire princes will find himself on his way.",adventure
50428,Kidnapped Soul,"It tells the story of a mother's desperation to locate her child when the abductor dies before her child can be located. With time running out, the child's mother seeks the assistance of a spiritual medium.",horror
56890,Nocturne,"While preparing for a prestigious concert, a troubled pianist discovers that he is composing a spectacular masterpiece in his sleep.",mystery
8030,Hong fen bing tuan,A group of women with various criminal skills are thrown into prison during World War 2. They escape and proceed to head off to destroy a chemical lab in a well fortified valley.,action
674,Death Hunt,A land developer and his girlfriend are hunted on a remote island for sport by three deranged locals.,action
5579,Yamakasi,7 guys from Paris' suburbs like challenges like climbing tall buildings and doing parkour - especially with cops/flics chasing them. When a kid fan urgently needs a heart the Yamakasis try to find a way.,action
14291,Krishna Aur Kans,"Hailed as India's first stereoscopic animated film, 'Krishna Aur Kans' is an exciting narrative full of action and drama. The movie chronicles Krishna's early years -- from his birth as the nemesis of his tyrannical uncle Kans.",adventure
40555,Camille,A twisted honeymoon adventure about a young couple on their way to Niagara Falls.,fantasy
68124,Dreams from Strangers,A story about love between a Italian guy and a Russian guy,romance
15063,Endgame,The plot is under wraps but described as Hunger Games-like in tone.,adventure
21166,The Beast,An unstable veteran tries to rescue his kidnapped daughter and unleashes the beast within himself during his quest. He quickly becomes suspected himself.,crime
11706,Life Light C 1,"Raised in Light while thrown into Darkness, a child finding its place through time and year, a better tomorrow on mind, while enough going on, a journey set to the Sky And Beyond.",adventure
26334,Dangerous Medicine,"When a young girl is jailed for a murder she didn't commit, a doctor helps her escape to capture the real killer and clear her name.",crime
32328,Dhakad Chhora 2,"This is the story of rebirth, which is based on the love of past lives",family
85657,The Glass House,An orphaned teenager is taken in by a Malibu couple but discovers they aren't the caring friends they seemed to be.,thriller
17982,Krasnye dyavolyata,"Adventures of three Red Army soldiers - Misha, Dunyasha, and Tom Jackson (an African-American boy) - who fight against Ukrainian anarchist Nestor Makhno and his forces during the Russian Civil War.",adventure
41519,Blood Red Sky,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,fantasy
34072,Ife Aimo (unknown Love),An Indigenous Yoruba Film From Nigeria. It tells the story of God's Love for Man even when human being thinks HE does bad things.,family
56948,Town on Trial,"At a local tennis club in a posh London suburb, an attractive but flirty young woman is murdered, prompting a Scotland Yard investigation.",mystery
21689,Without Compassion,"Based on Dostoyevsky's 'Crime and Punishment': Ramón is a lonely laws student that lives in a rented room and thinks he has committed the perfect crime, but can't stand the consequences. A story of irrationality, anxiety and suffering.",crime
16998,Wild East,"A runaway bride, a young peasant, mysterious illusionists and a manic investigator become entwined in a murderous affair at a Baltic German baron's manor.",adventure
55006,The Blood Lands,"It's Ed and Sarah's first night in their new home, a perfect farmhouse in the country. A new beginning away from their stressful city lives. It suddenly dawns on them: they do not belong here and they're certainly not welcome.",mystery
43264,Howard Lovecraft & the Undersea Kingdom,"After conquering R'yleh and the Frozen Kingdom young Howard Lovecraft must now travel to the Undersea Kingdom in order to free his captured family, protect three mysterious magical books, and prevent the impending wrath of Cthulhu.",fantasy
16462,Stardust Memories: Destiny Logs,"Before the veil of the Key of Life in ""Neoni: Destiny of Archangel"" pushed them together, they lived not knowing that the universe would bring them together. These are the Keys of Life they Lived.",adventure
6870,Sigfredo,Based on the popular legend of the Neibelungen.,action
53675,Pistolero,"In this action/horror movie, a gun-slinging vampire fights his bloodthirsty instincts while doing battle with the leader of a werewolf family.",horror
56008,The Ringer,A criminal master of disguise nicknamed The Ringer is out for deadly revenge against a treacherous London lawyer who is under police protection.,mystery
48999,SlashFM,"A radio show by Count Slashula at 'Slash FM', on a Halloween Night, will be presenting and warning viewers about the creepy stories they are about to watch, involving death, blood and some laughs. (inspired by Creepshow and Body Bags)",horror
2121,Bachchan,"A huge fan of Amitabh Bachhan, falls in love with a Colonel's daughter and tries to woo her. Later, he finds a mobile which belongs to a ruthless gangster and starts blackmailing him.",action
29897,Santa's Christmas Circus,"Whizzo the clown takes a bunch of kids on a magic carpet ride to the North Pole to see Santa Claus, but not before the kids (members of the Johnny Miller Dance Studio) perform as circus animals in ""Whizzoland.""",family
5500,Casanovva,"An International businessman and playboy tries to avenge the death of his girlfriend, who was murdered by a gang of robbers, by entrapping them through a reality TV show.",action
76637,BIG Sister,"One of two sisters becomes a 60-foot tall giant and terrorizes Toronto, Canada.",scifi
23215,Obvious to Me,Sister and brother are trying to escape after the killing of their mother's murderer.,crime
29073,Centerfield,Independent league baseball player Roberto Presario sets out on an extraordinary journey to the 'BIGS' with the help of his quite peculiar new 10-year old little league female fan Stevie.,family
16816,White Witch Doctor,"In 1907, a nurse arrives in the Belgian Congo to work for a missionary doctor but meets a grumpy animal hunter who secretly plans to search for gold in the dangerous Bakuba tribal region.",adventure
38032,You xia qing,"Du Meng Fei fresh out of Kung-Fu training, finds himself caught up in a 20 year conflict between the evil Thunder Gang Chief Leng Tian Lei and the Dragon Sect. Lei seeks his missing daughter and will kill anyone who gets in his way.",fantasy
71249,Unleashed,"When a cosmic event turns Emma's dog and cat into two perfect guys, Emma reconsiders her outlook on dating, hilariously works out her trust issues, and ultimately learns to love herself.",romance
81028,Bewilderment,"Shwan is a boxer who grows up with his best friend, David, also a boxer. One day, Shwan has an affair with a woman named Claire. Unknown to him, she is from the realm of the demonic djinn and his life takes a disastrous turn.",thriller
63356,Picture Bride,Riyo marries a man more than twice her age. She is devastated and labors in the sugar cane field. At the end she is able to love her husband.,romance
29076,De film van Dylan Haegens,Dylan is very successful at running his own lunchroom and YouTube channel. Then IJsbrand comes into his life and copies everything he does. Dylan decides to get to the bottom of this and puts fame and friendship at risk.,family
87060,Un om în loden,"Threatening letters, phone calls in the middle of the night - Who is threatening engineer Stamatiad?",thriller
65648,Japan's Year Zero,"That day, the time stopped, but pushed a couple to make a move. The husband looked for his wife, and the wife looked for herself. They get separated and got reunited. Again, at the same place.",romance
39872,The Desert Archipelago,A young man brought up in a nunnery escapes from the abusive nuns into the disconcerting outside world.,fantasy
53485,Glue Trap,"A good couple in a bad place plans a last-ditch cabin trip; but when an awkward third wheel arrives, they worry more than their relationship may be in danger.",horror
57014,Stärker als Paragraphen,The lover of a woman whose uncle has been found dead in the mansion is accused of murder.A lawyer knows the real culprit's identity but cannot directly come forward due to attorney-client privilege.,mystery
12710,The Kennedy Incident,"Two young women, who operate as high-end call-girls, become embroiled in espionage with a young John F. Kennedy, visiting Estonia on diplomatic business in the summer of 1939. Romance, drama, and intrigue ensue.",adventure
52012,The Zero Boys,A group of friends travel to a wilderness area to play a survival game. Soon they unexpectedly find themselves in a real-life survival situation.,horror
15228,Paper,A journey through history.,adventure
40822,The Clan MacLeod,A flag said to possess supernatural powers of protection comes into the possession of a highland clan of Scotsmen fighting for their survival.,fantasy
52875,Dinogore,"A group of college friends head to a remote cabin for the weekend when a mysterious earthquake unleashes a horde of bloodthirsty, subterranean dinosaurs.",horror
76069,There,A disgruntled veteran unable to adjust back into society justifies domestic terrorism by interpreting his actions with alien invasion.,scifi
76999,FBP: Federal Bureau of Physics,Special agent Adam Hardy deals with internal departmental battles and radical quantum disasters.,scifi
39034,Claire,"Loosely based on a Japanese fairytale, an elderly male couple on a farm in the 1920's South find a little girl from the moon inside an ear of corn and raise her as their own.",fantasy
4168,Vendetta,His family was his when they took it away--that's when his vendetta begins.,action
6318,Zero Woman: Red Handcuffs,"After a politician's daughter is kidnapped by a ruthless gang, a brutal policewoman is released from jail and sent after them.",action
25870,50K,"When Robert Stone is kidnapped and held hostage, his only chance of survival is to engage in a campaign of psychological warfare against his captors.",crime
66988,Broadway Melody of 1936,"Bob Gordon is staging a new Broadway Show. He gets an offer of money by Lillian, if she can dance in his show. Gordon's old class mate Irene, tries to get the leading role in this show, but Lillian insists in getting this part herself.",romance
19684,Honeyz,"Two girlfriends let themselves be locked in a department store for the sake of a school paper, but they look quite differently at this exciting undertaking. One takes everything seriously. The other wants to turn the night into a party.",crime
8931,The Pawn,Lieutenant Ray Harlan returns home to escape his past and find solace with his family. But what he encounters is quite different and cuts to the very core of his existence.,action
24660,Shôwa onna bakuto,Yakuza revenge movie with wandering yakuza gambler Fujiko first out to kill the man she once loved and then slicing through the yakuza who betrayed her lover Tatsumi.,crime
70320,When Strangers Marry,"A naive small-town girl comes to New York City to meet her husband, and discovers that he may be a murderer.",romance
3838,65,An astronaut crash lands on a mysterious planet only to discover he's not alone.,action
26529,Out of Frame,"Besides breaking the law, we have no other choices.",crime
18969,Rise Against the Fall,"Vince is a young boy when he witnesses his father murdered on stage at a political rally. 15 years later, he plots to infiltrate a dangerous arms dealer, and exact revenge on the men responsible for his father's death.",crime
17604,My Final Answer,"When a seemingly mindless young man wins big on a game show, his unique relationship with a powerful U.S. Senator, sets in motion a whirlwind of international connectivity.",adventure
33620,Polar Adventure,"In order to help the penguin families to protect their homeland and kick the evil humans, Dr. Gick and her fellows out, Euri, Luck and Buffet launch an adventurous counter-offensive operation in the South Pole.",family
75439,In Search of Adam,"Microscopic clues in our DNA link every man on earth back to one man. One common ancestor. At an unexpected crossroads of bible and biology, we take you on a search for Adam.",scifi
40074,Sorry to Bother You,"In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed.",fantasy
74769,The Day the Sky Exploded,"Scientists discover that a group of meteors are hurtling on a collison course with Earth, and if they hit, the planet will be destroyed.",scifi
40164,A Matter of Life and Death,A firefighting pilot survives bailing out of his doomed plane without a parachute only to have to fight for his extended life on earth in a Heavenly court. Based on the 1946 film.,fantasy
47507,Memetic,"All hell breaks loose when a mysterious new internet meme goes viral, making anyone who sees it turn obsessive and violent.",horror
68938,Hunterrr,"Mandar, an ordinary guy is obsessed with sex and chases girls until he meets Tripti and decides to settle down with her.",romance
1357,In the Blood,"When her husband goes missing during their Caribbean vacation, a woman sets off on her own to take down the men she thinks are responsible.",action
16618,On the Double,"At the time of the Invasion of Normandy, an American soldier is asked to impersonate a British General in order to confuse the Nazi spies and assassins in London.",adventure
77915,Aviva,"A woman struggles to protect her children from a dangerous fog as she fights through two converging timelines - one in an abandoned chapel, the other in a research facility.",scifi
26855,Red Mercury Mission in India,"A mission led by an Indian army, named Red Mercury to eradicate terrorism with its roots and criminals who are helping them",crime
12112,Kniga zhizni,"Once in the fabulous country of Lyonia, three schoolchildren become involved in the long-term struggle of local residents with the evil Queen Magnilda.",adventure
68856,Finding Your Feet,"On the eve of retirement a middle class, judgmental snob discovers her husband has been having an affair with her best friend and is forced into exile with her bohemian sister who lives on an impoverished inner-city council estate.",romance
1479,Mars Pirate,A small crew crash land on Mars and find they're not alone on the red planet.,action
4556,Reanimation Team,It's the year 2131. A bold team from the Tri Force rebel alliance embark on a daring mission in a last ditch effort to save what's left of the human race and liberate space aliens from an Evil Brain's tyrannical mind control.,action
65926,Merise Merise,"It's about two different characters in their 20s, Vennela & Siddu. They have setbacks in their lives. How they meet, change for good, sort life and become successful forms the movie.",romance
75031,Cabaret of the Dead,"Pin-up vixens vs. bloodthirsty zombies, set in post-apocalyptic Hollywood.",scifi
3,Po tamburi,"After being accused of stealing the main prize from the tambura band competition, the members of Aveti Ravnice must flee for their lives, as an angry mob of other bands, gypsies, policewomen, butchers and helicopters are pursuing them.",action
79592,La paradoja de Antares,"In a race against the clock, Alexandra will be forced to choose how to spend the next hours: facing a critic family drama or trying to bring an answer to one of humanity's most important questions.",scifi
78757,Alternate,An Alien helps a scientist discover the serum to save the world from the deadly virus spread.,scifi
80297,Circa,"When a detective comes face to face with his own dead body, he attempts to thwart his future murderer by preventing time travel technology from ever being invented.",scifi
11337,Lupin III: Dead or Alive,"When Lupin heads to the kingdom of Zufu to pilfer its treasure, he incurs the wrath of its psychotic ruler General Headhunter, who places a dead-or-alive bounty on his head.",adventure
23991,The Gas House Kids in Hollywood,"The Gas House Kids go to Hollywood, where they become entangled with a mad scientist while attempting to find a lost treasure in a haunted house.",crime
71231,Ascend,New visionary indie director starts life-changing movement with innovative inspirational film. The uncommon Hollywood story.,romance
15022,Backfire,A greedy gold smuggler hires a handsome hero to transport a stolen fortune to a new hideout in this thrilling adventure.,adventure
83179,The Other Side,Which side will you choose when evil takes over...,thriller
18677,The Faction of a Hitman,"When you're a Lethal Mafia Leader, the Five Families ask you to move. Your Loyal and best interest of the Mafia you move, you take your family, Your crew to new city, State. You fight the Cops,other Mobster. Then you still get Ostracized.",crime
87279,Intuit,A young woman is recruited as a psychic detective by an organization whose motives are shrouded in secrecy,thriller
57046,In Picture,"A good cop bad cop project with action, drama and mystery. The lead haracter winds up having to make a choice between being a good cop or a bad cop.",mystery
4302,Return to Return to Nuke 'Em High Aka Vol. 2,"Following the events of the previous film, a lesbian couple are determined to eliminate the most corrupt, evil forces of Tromaville and the world.",action
36448,Night Teeth,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",fantasy
73125,Vampires vs. Aliens,"Inept Vampires attempting to save humans from alien eradication, race into space to fight off Superior Aliens, but find themselves trapped on board an alien mother ship in route to destroy the earth.",scifi
82714,One Less God,A group of international travelers struggle to survive when Islamic extremists besiege their luxury Indian hotel. Inspired by true events.,thriller
43594,Herbie Goes Bananas,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,fantasy
30371,The Redeemer,The Passion of Jesus starting with His arrest and trial that was shot near Madrid and features narration by Sebastion Cabot. Jesus' face is never seen but in the English version he is voiced by veteran Hollywood actor Macdonald Carey.,family
49052,Guimoon: The Lightless Door,In a community center where a mass murder took place years earlier and it involves a paranormal investigator who discovers a door to another world.,horror
23058,Quick Millions,"Truck driver Bugs Raymond organizes the trucking associations and takes protection money. Now rich, he decides to marry socialite Dorothy Stone. She rejects him for another, so he plots to kidnap her on her wedding day.",crime
52797,The Case Files,"8 months prior to the Zombie Pandemic, a family is stalked by a demonic presence which influences them to do things out of their character. We soon realize that this demonic influence the creation of the Zombie pandemic.",horror
16541,Skanderbeg,"Inspired by actual events in the mid-1400s, the mighty Albanian king, Skanderbeg, returns home to reclaim his throne, and protect his people and a continent from the cruel conquerors who stole him as a child.",adventure
22967,The Bet,A young Sydney stockbroker risks it all to win a friendly bet about making money.,crime
38211,The Hobbit: The Battle of the Five Armies,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,fantasy
32635,Rise of the Guardians,"When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.",family
30040,Mysterious Island,During the Civil War a group of Union soldiers and two Confederates escape the stockade using a hot-air balloon and end up on a strange Pacific island.,family
67158,Falling Into Place,"""Falling Into Place"" is a love story set in Scotland and London that follows a romance between Kira and Ian, two 30-somethings who meet while on the run from themselves.",romance
83724,The Clouded Yellow,A former British agent is employed at the Fenton country estate where he aids Fenton's niece in eluding the police after she's unjustly accused of murdering a local gamekeeper.,thriller
86945,The Disappearance of Daniel Dodger,An investigative filmmaker looking into the emergence of a new street drug discovers twin brothers being used as a control group for a new product with diabolical and dire consequences.,thriller
73530,Space Case,"In the future, mental institutions are located on far-away planets. One such planet is the apex for an invasion of Earth by rodent-like aliens. It is up to a band of intrepid mental patients to thwart their evil schemes.",scifi
86085,Marauders,"When a bank is hit by a brutal heist, all evidence points to the owner and his high-powered clients. But as a group of FBI agents dig deeper into the case - and the deadly heists continue - it becomes clear that a larger conspiracy is at play.",thriller
51742,Peter Pan's Neverland Nightmare,The famous story of Peter Pan has been reimagined with a horrific twist.,horror
59699,The Missing Tomb,"Tom receives the news of his father's death, who was searching for the grave of Genghis Khan. A package with an artifact and a note from his father arrives a day later. Things become eerie when Tom arrives on the land of the Great Mongol",mystery
73447,The Day,"A group of five people working to stay alive in a post-apocalyptic future discover what they think is a safe, abandoned farmhouse, but they soon find themselves fighting to stay alive as a gang of bloodthirsty predators attack.",scifi
34724,Fortune Favors Lady Nikuko,The story of a mother and daughter and their lives aboard a boat in a fishing town.,family
89090,Man on a Tightrope,A Czech circus owner/clown and his entire troupe employ a daring stratagem in order to escape en masse from behind the iron curtain.,thriller
71668,Wrzeciono czasu,"A middle-aged married couple lead a simple happy life in their house in the woods, far away from any urban noise. The husband has got, however, two passions: his film camera and a beautiful blonde he likes filming.",romance
83616,Burning at Both Ends,"Caught behind enemy lines, a small group of dissident survivors struggle to remain hidden from the Nazis as they use a radio to broadcast a message of hope.",thriller
56497,404: Error Not Found,A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,mystery
14877,Lord of the Flies,Schoolboys marooned on a Pacific island create their own savage civilization.,adventure
61970,The Cat,A young woman is murdered on an elevator and the only witness is her cat Bidan. Her friend So-yeon brings the cat home and wild and disturbing things begin to happen.,mystery
2882,The Plot,"A triad boss runs a family business, who deals in arms. He has a good relationship with his sister Amy, until she finds out that he killed their father.",action
7517,Mad Mountain,Appalachia: 1 year after the apocalypse.,action
87272,Eyes Behind the Stars,A photographer and his model are on a photo shoot in a forest when they get the feeling they are being watched. The feeling becomes so strong that they decide to cut their session short and leave.,thriller
82911,Iron Lung,"In a rural Pennsylvania hospital, a deranged serial killer awakens from a coma and escapes, as a local town sheriff with a traumatic family secret must track him down and stop him from killing everyone in his path.",thriller
36579,Agnes Quill,A teenage girl is able to speak with the dead.,fantasy
64362,Maniacs on Wheels,"Factory worker Bill Fox (Sir Dirk Bogarde) is fired from a reliable job and becomes a successful motorbike racer, until his wife threatens to leave him unless he comes to his senses.",romance
32849,O Tarzan do 5o Esquerdo,"Luisa and Manuel begin the existence of married, having only their dream and hope. He judges himself a Tarzan in the jungle of life, able to face all the threats, next to his companion.",family
286,Double zéro,Two spies are undercover to track down a nuclear missile while distracting a vilain trying to get world's domination,action
6939,Bino and Clayd,"Divina at her best, Bino at his ruggedest and Berting at his toughest, they call themselves the unholy trio as they blast their way to hell.",action
87067,Waterline,"The identity of a mysterious American diver by a British police officer, which leads to an investigation into a high-society family's links to international drug trafficking.",thriller
76457,Hunters,A US Marine is sent to the future on a deadly mission. He has to help save human kind.,scifi
22810,Executive Action,"Rogue intelligence agents, right-wing politicians, greedy capitalists, and free-lance assassins plot and carry out the JFK assassination.",crime
70870,Yurameku,This is strange story about problems of Japanese society and youth love. A young programmer wanders in psychological world with a mysterious woman and her husband who has paranoia.,romance
59811,Sonar Kella,"A young boy becomes a target for crooks, after he claims to remember his past life and mentions precious jewels in a golden fortress.",mystery
88256,The Ashcroft Entity,Peter and Margaret Eastwood believe they've purchased their dream home to start their lives together but this house seems to be hiding something dark and terrifying in every corner.,thriller
85704,Being Awake,"Santiago wakes up in the desert and goes to his father's house who receives him at gunpoint. Ernesto decides to sacrifice Arón, the dog, but phantasmagoric apparitions shake the family's foundations.",thriller
10319,"Crouching Tiger, Hidden Dragon: Sword of Destiny","A story of lost love, young love, a legendary sword and one last opportunity at redemption.",adventure
78662,Unikum,"Mixture of social satire and fantasy, in which a worker at a science research facility uses his newfound ability to transmit his dreams and sets up a business to sell them to a sleeping audience.",scifi
40331,Friends: Naki on the Monster Island,"On an island, the residents have named the island ""Monster Island."" The monsters living on the island are friendly, but live in fear of humans. A child named Kotake wanders onto the island and meet a red ogre named Naki.",fantasy
16688,The Walk,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",adventure
6004,Cherry Bomb,"A nerd has 24 hours to lose his virginity or a bomb will explode, killing his family.",action
80360,Power Corps.,"After radioactive devastation destroys the Earth in 2020, the Galactic Marine Infantry is formed to protect the remaining human race, struggling for survival on a distant star.",scifi
58121,Detective Conan: The Eleventh Striker,"Due to past tragedies, someone looking for revenge hides bombs in soccer arenas multiple times and it's Conan's job to save everyone once again.",mystery
29335,Oggleswog the Dragon,An isolated and wingless dragon is transformed through his friendship with a brave and compassionate young girl.,family
24384,Tokyo Knights,A college student takes over the family business in the field of organised crime.,crime
1656,The Norseman,"An eleventh century Viking Prince sails to America to find his father, who on a previous voyage had been captured by Indians.",action
82838,Untitled Tanner/Polland Action Thriller,Action thriller involving a retired police officer on a tropical island facing a militant group of radicals.,thriller
53967,Black Easter,"Black Easter is based on the famous legend of a bride that was killed on her wedding night. The ghostly bride also known as ""Resurrection Mary"" hitchhikes and kills everyone in her path on each anniversary of that fateful night.",horror
